ComboID,Sugar,Ice,Size,Shots,Notes
13571,150%,50%,Small,4,test
13572,150%,150%,Small,0,test
13573,150%,50%,Large,4,test
13574,100%,200%,Medium,5,test
13575,0%,200%,Small,0,test
13576,100%,50%,Small,2,test
13577,150%,150%,Small,4,test
13578,200%,200%,Medium,0,test
13579,0%,100%,Small,3,test
13580,100%,25%,Large,5,test
13581,25%,25%,Medium,4,test
13582,200%,25%,Medium,5,test
13583,0%,0%,Large,5,test
13584,150%,50%,Small,2,test
13585,0%,200%,Large,1,test
13586,50%,50%,Medium,1,test
13587,200%,150%,Large,4,test
13588,0%,150%,Medium,2,test
13589,25%,100%,Medium,0,test
13590,25%,50%,Medium,1,test
13591,25%,100%,Medium,4,test
13592,200%,50%,Large,3,test
13593,200%,0%,Small,2,test
13594,100%,25%,Large,0,test
13595,100%,200%,Small,5,test
13596,150%,150%,Large,1,test
13597,150%,0%,Large,3,test
13598,150%,50%,Large,0,test
13599,100%,200%,Large,3,test
13600,100%,0%,Small,5,test
13601,50%,25%,Medium,4,test
13602,100%,50%,Medium,1,test
13603,0%,25%,Medium,4,test
13604,0%,25%,Medium,4,test
13605,50%,100%,Large,4,test
13606,100%,150%,Small,5,test
13607,150%,150%,Medium,0,test
13608,50%,50%,Medium,3,test
13609,150%,150%,Large,0,test
13610,150%,150%,Large,5,test
13611,150%,50%,Medium,4,test
13612,0%,100%,Large,1,test
13613,150%,25%,Medium,1,test
13614,25%,200%,Large,1,test
13615,200%,50%,Large,0,test
13616,50%,100%,Small,4,test
13617,50%,0%,Small,1,test
13618,25%,200%,Small,4,test
13619,200%,50%,Small,2,test
13620,25%,50%,Large,2,test
13621,50%,200%,Medium,3,test
13622,0%,200%,Medium,0,test
13623,50%,100%,Medium,3,test
13624,0%,0%,Large,2,test
13625,50%,100%,Medium,5,test
13626,200%,200%,Medium,1,test
13627,200%,50%,Medium,0,test
13628,0%,0%,Small,5,test
13629,100%,200%,Small,3,test
13630,200%,50%,Medium,0,test
13631,50%,25%,Large,1,test
13632,100%,100%,Large,4,test
13633,25%,100%,Large,2,test
13634,25%,0%,Medium,5,test
13635,50%,150%,Large,3,test
13636,200%,150%,Small,3,test
13637,150%,200%,Small,0,test
13638,0%,50%,Small,0,test
13639,50%,25%,Medium,0,test
13640,200%,25%,Small,0,test
13641,25%,0%,Medium,5,test
13642,0%,50%,Medium,3,test
13643,50%,100%,Small,3,test
13644,150%,200%,Small,2,test
13645,0%,150%,Medium,2,test
13646,200%,150%,Small,4,test
13647,25%,25%,Large,0,test
13648,25%,0%,Medium,0,test
13649,100%,200%,Medium,1,test
13650,0%,100%,Small,5,test
13651,100%,50%,Large,0,test
13652,0%,200%,Medium,2,test
13653,25%,25%,Large,5,test
13654,200%,100%,Large,0,test
13655,50%,150%,Medium,1,test
13656,50%,100%,Large,4,test
13657,0%,200%,Large,0,test
13658,150%,100%,Small,4,test
13659,25%,50%,Large,0,test
13660,50%,25%,Medium,4,test
13661,25%,200%,Small,2,test
13662,50%,0%,Small,4,test
13663,50%,200%,Small,3,test
13664,100%,150%,Small,1,test
13665,150%,0%,Large,0,test
13666,100%,150%,Medium,2,test
13667,150%,50%,Large,3,test
13668,150%,150%,Small,3,test
13669,200%,50%,Small,4,test
13670,200%,0%,Medium,2,test
13671,100%,100%,Medium,2,test
13672,0%,50%,Medium,4,test
13673,200%,150%,Large,4,test
13674,100%,25%,Medium,3,test
13675,150%,200%,Small,2,test
13676,100%,100%,Large,5,test
13677,150%,0%,Large,3,test
13678,200%,0%,Large,0,test
13679,50%,25%,Small,5,test
13680,200%,150%,Medium,1,test
13681,25%,200%,Large,4,test
13682,0%,25%,Large,4,test
13683,50%,100%,Small,2,test
13684,200%,100%,Medium,5,test
13685,100%,200%,Small,5,test
13686,50%,0%,Large,0,test
13687,0%,25%,Large,3,test
13688,100%,0%,Small,4,test
13689,25%,100%,Small,4,test
13690,0%,25%,Small,0,test
13691,25%,50%,Large,1,test
13692,200%,25%,Small,0,test
13693,0%,200%,Large,4,test
13694,100%,25%,Small,3,test
13695,150%,0%,Large,1,test
13696,100%,150%,Large,1,test
13697,25%,0%,Medium,4,test
13698,25%,100%,Small,3,test
13699,0%,25%,Small,0,test
13700,100%,0%,Medium,4,test
13701,150%,50%,Medium,0,test
13702,0%,150%,Medium,2,test
13703,150%,25%,Large,2,test
13704,25%,150%,Large,5,test
13705,200%,0%,Medium,5,test
13706,200%,25%,Large,5,test
13707,0%,0%,Small,1,test
13708,0%,25%,Small,0,test
13709,100%,25%,Medium,3,test
13710,200%,100%,Medium,1,test
13711,0%,50%,Small,5,test
13712,0%,150%,Small,2,test
13713,50%,0%,Medium,5,test
13714,50%,150%,Small,5,test
13715,200%,200%,Small,1,test
13716,25%,0%,Medium,3,test
13717,0%,150%,Large,0,test
13718,100%,25%,Small,3,test
13719,200%,150%,Large,3,test
13720,0%,200%,Large,0,test
13721,100%,0%,Medium,1,test
13722,200%,50%,Medium,4,test
13723,25%,50%,Small,2,test
13724,150%,200%,Small,3,test
13725,150%,150%,Small,0,test
13726,200%,100%,Medium,1,test
13727,100%,150%,Small,0,test
13728,150%,50%,Medium,3,test
13729,200%,150%,Small,5,test
13730,150%,50%,Medium,4,test
13731,0%,100%,Large,4,test
13732,100%,25%,Medium,0,test
13733,25%,25%,Small,1,test
13734,100%,0%,Medium,4,test
13735,25%,100%,Small,2,test
13736,0%,50%,Large,3,test
13737,200%,50%,Medium,3,test
13738,50%,25%,Medium,3,test
13739,100%,200%,Large,0,test
13740,0%,0%,Medium,1,test
13741,50%,0%,Small,3,test
13742,100%,100%,Large,3,test
13743,200%,150%,Small,3,test
13744,100%,150%,Medium,2,test
13745,50%,0%,Small,4,test
13746,150%,50%,Medium,5,test
13747,0%,25%,Medium,2,test
13748,200%,0%,Small,2,test
13749,150%,200%,Small,1,test
13750,150%,50%,Large,2,test
13751,25%,150%,Large,0,test
13752,50%,0%,Large,2,test
13753,200%,0%,Medium,0,test
13754,100%,100%,Medium,1,test
13755,25%,50%,Large,2,test
13756,0%,150%,Medium,5,test
13757,100%,150%,Large,0,test
13758,200%,50%,Small,2,test
13759,200%,100%,Large,4,test
13760,150%,200%,Large,2,test
13761,150%,150%,Small,2,test
13762,50%,0%,Large,4,test
13763,200%,25%,Medium,0,test
13764,0%,100%,Small,0,test
13765,0%,100%,Medium,0,test
13766,25%,200%,Small,1,test
13767,0%,200%,Large,0,test
13768,150%,50%,Small,5,test
13769,0%,200%,Small,3,test
13770,50%,25%,Large,2,test
13771,50%,150%,Large,4,test
13772,200%,0%,Medium,1,test
13773,100%,150%,Small,3,test
13774,150%,50%,Medium,3,test
13775,200%,0%,Small,4,test
13776,200%,150%,Medium,5,test
13777,50%,200%,Large,2,test
13778,100%,50%,Medium,4,test
13779,0%,50%,Large,2,test
13780,200%,100%,Small,1,test
13781,25%,150%,Large,2,test
13782,25%,0%,Small,4,test
13783,200%,0%,Medium,1,test
13784,0%,200%,Small,1,test
13785,0%,50%,Medium,3,test
13786,25%,25%,Large,3,test
13787,25%,150%,Large,2,test
13788,0%,50%,Large,4,test
13789,100%,150%,Small,1,test
13790,150%,200%,Medium,1,test
13791,25%,0%,Large,0,test
13792,0%,200%,Large,5,test
13793,150%,0%,Large,3,test
13794,25%,100%,Small,0,test
13795,150%,150%,Medium,1,test
13796,200%,0%,Small,0,test
13797,25%,25%,Large,0,test
13798,50%,50%,Large,1,test
13799,50%,50%,Large,5,test
13800,200%,150%,Large,0,test
13801,50%,200%,Small,0,test
13802,0%,50%,Small,3,test
13803,150%,50%,Large,5,test
13804,50%,0%,Large,4,test
13805,0%,0%,Large,3,test
13806,25%,100%,Large,2,test
13807,50%,150%,Large,0,test
13808,50%,25%,Small,2,test
13809,50%,200%,Small,0,test
13810,50%,25%,Medium,5,test
13811,150%,50%,Medium,0,test
13812,200%,200%,Small,2,test
13813,200%,150%,Small,0,test
13814,150%,100%,Large,4,test
13815,0%,25%,Small,3,test
13816,50%,0%,Large,0,test
13817,200%,50%,Medium,5,test
13818,50%,25%,Small,4,test
13819,150%,100%,Medium,4,test
13820,150%,50%,Large,0,test
13821,100%,100%,Medium,0,test
13822,150%,0%,Small,2,test
13823,25%,150%,Small,1,test
13824,25%,50%,Small,2,test
13825,150%,200%,Large,5,test
13826,150%,25%,Medium,2,test
13827,50%,200%,Large,3,test
13828,200%,50%,Large,1,test
13829,150%,100%,Large,3,test
13830,150%,200%,Small,4,test
13831,50%,150%,Small,4,test
13832,100%,100%,Medium,4,test
13833,50%,100%,Large,4,test
13834,50%,0%,Small,5,test
13835,100%,50%,Small,3,test
13836,0%,0%,Small,5,test
13837,150%,200%,Small,4,test
13838,100%,150%,Medium,3,test
13839,50%,100%,Medium,3,test
13840,25%,0%,Large,1,test
13841,25%,50%,Large,3,test
13842,0%,25%,Small,4,test
13843,50%,100%,Large,0,test
13844,50%,50%,Large,1,test
13845,100%,0%,Large,2,test
13846,50%,150%,Small,5,test
13847,50%,200%,Medium,0,test
13848,100%,200%,Small,2,test
13849,0%,100%,Small,5,test
13850,150%,0%,Medium,4,test
13851,100%,200%,Small,3,test
13852,200%,100%,Small,5,test
13853,0%,50%,Large,1,test
13854,0%,200%,Small,0,test
13855,200%,150%,Small,3,test
13856,150%,150%,Medium,5,test
13857,150%,100%,Large,4,test
13858,25%,100%,Small,2,test
13859,100%,150%,Medium,3,test
13860,0%,50%,Small,4,test
13861,50%,25%,Large,1,test
13862,100%,100%,Small,5,test
13863,25%,100%,Medium,0,test
13864,200%,200%,Medium,1,test
13865,50%,200%,Small,0,test
13866,25%,100%,Large,3,test
13867,200%,100%,Large,5,test
13868,0%,0%,Large,1,test
13869,150%,25%,Medium,1,test
13870,50%,100%,Medium,5,test
13871,50%,0%,Large,2,test
13872,100%,25%,Medium,5,test
13873,0%,25%,Small,2,test
13874,200%,50%,Large,5,test
13875,150%,50%,Large,5,test
13876,100%,0%,Small,3,test
13877,0%,150%,Large,5,test
13878,50%,150%,Medium,1,test
13879,50%,0%,Medium,2,test
13880,50%,200%,Medium,5,test
13881,50%,200%,Medium,3,test
13882,25%,100%,Large,2,test
13883,100%,0%,Large,3,test
13884,50%,200%,Medium,0,test
13885,150%,100%,Small,1,test
13886,100%,150%,Medium,2,test
13887,200%,50%,Medium,5,test
13888,25%,0%,Small,0,test
13889,0%,25%,Large,3,test
13890,100%,100%,Small,4,test
13891,0%,100%,Medium,4,test
13892,25%,100%,Small,4,test
13893,150%,25%,Small,3,test
13894,50%,100%,Small,3,test
13895,25%,100%,Medium,2,test
13896,50%,0%,Large,4,test
13897,200%,0%,Small,5,test
13898,0%,25%,Medium,3,test
13899,50%,200%,Medium,0,test
13900,200%,100%,Medium,5,test
13901,150%,50%,Large,2,test
13902,25%,150%,Medium,0,test
13903,25%,50%,Small,2,test
13904,200%,0%,Small,2,test
13905,150%,25%,Medium,4,test
13906,200%,25%,Large,4,test
13907,50%,25%,Small,2,test
13908,200%,25%,Large,2,test
13909,100%,0%,Small,0,test
13910,50%,0%,Large,0,test
13911,100%,25%,Medium,1,test
13912,200%,100%,Medium,0,test
13913,150%,150%,Small,2,test
13914,100%,200%,Medium,4,test
13915,50%,50%,Small,2,test
13916,50%,100%,Large,1,test
13917,25%,100%,Large,5,test
13918,150%,100%,Large,1,test
13919,50%,50%,Medium,1,test
13920,0%,100%,Small,4,test
13921,0%,150%,Small,4,test
13922,25%,25%,Small,3,test
13923,25%,150%,Small,3,test
13924,100%,100%,Small,1,test
13925,25%,100%,Small,4,test
13926,100%,25%,Small,3,test
13927,150%,100%,Small,4,test
13928,0%,50%,Large,0,test
13929,100%,200%,Large,1,test
13930,0%,150%,Small,1,test
13931,25%,100%,Large,3,test
13932,0%,200%,Small,1,test
13933,0%,100%,Small,3,test
13934,200%,0%,Medium,1,test
13935,100%,100%,Small,3,test
13936,50%,150%,Large,4,test
13937,150%,200%,Large,0,test
13938,200%,150%,Large,3,test
13939,200%,50%,Small,4,test
13940,150%,200%,Medium,4,test
13941,25%,0%,Small,0,test
13942,100%,100%,Medium,4,test
13943,100%,100%,Medium,5,test
13944,200%,25%,Small,0,test
13945,50%,50%,Small,5,test
13946,50%,150%,Medium,3,test
13947,100%,0%,Small,5,test
13948,200%,25%,Small,0,test
13949,50%,150%,Large,4,test
13950,200%,200%,Large,4,test
13951,200%,200%,Small,5,test
13952,0%,100%,Small,4,test
13953,100%,100%,Medium,4,test
13954,100%,150%,Medium,2,test
13955,50%,200%,Small,2,test
13956,50%,100%,Medium,4,test
13957,25%,50%,Medium,5,test
13958,0%,100%,Medium,2,test
13959,150%,150%,Small,2,test
13960,50%,100%,Medium,3,test
13961,0%,150%,Large,3,test
13962,0%,150%,Large,5,test
13963,100%,50%,Large,5,test
13964,25%,150%,Medium,2,test
13965,150%,50%,Small,5,test
13966,200%,0%,Small,3,test
13967,100%,100%,Small,3,test
13968,25%,200%,Medium,5,test
13969,50%,50%,Large,3,test
13970,100%,150%,Small,4,test
13971,25%,200%,Large,3,test
13972,25%,50%,Small,2,test
13973,200%,150%,Large,4,test
13974,0%,200%,Small,5,test
13975,200%,200%,Medium,3,test
13976,150%,0%,Large,3,test
13977,50%,200%,Large,2,test
13978,25%,200%,Small,1,test
13979,100%,200%,Medium,4,test
13980,150%,50%,Large,5,test
13981,0%,50%,Large,1,test
13982,100%,0%,Small,4,test
13983,100%,50%,Medium,4,test
13984,50%,200%,Large,3,test
13985,100%,200%,Small,5,test
13986,200%,25%,Small,5,test
13987,50%,150%,Small,4,test
13988,50%,150%,Small,4,test
13989,50%,50%,Medium,0,test
13990,100%,50%,Small,3,test
13991,200%,50%,Large,2,test
13992,100%,25%,Medium,3,test
13993,150%,50%,Medium,2,test
13994,150%,0%,Small,1,test
13995,100%,25%,Large,1,test
13996,50%,0%,Large,1,test
13997,0%,100%,Medium,3,test
13998,0%,100%,Medium,4,test
13999,150%,25%,Medium,4,test
14000,50%,200%,Medium,1,test
14001,100%,25%,Small,0,test
14002,150%,25%,Medium,0,test
14003,50%,0%,Large,2,test
14004,100%,0%,Medium,4,test
14005,200%,25%,Medium,5,test
14006,150%,200%,Medium,4,test
14007,50%,0%,Medium,0,test
14008,200%,50%,Medium,4,test
14009,25%,200%,Small,5,test
14010,50%,25%,Large,3,test
14011,0%,100%,Medium,0,test
14012,50%,200%,Small,5,test
14013,0%,150%,Medium,3,test
14014,100%,0%,Small,3,test
14015,100%,0%,Small,0,test
14016,200%,0%,Small,0,test
14017,50%,25%,Medium,3,test
14018,150%,100%,Medium,4,test
14019,50%,100%,Small,5,test
14020,0%,50%,Large,1,test
14021,150%,150%,Large,5,test
14022,150%,100%,Small,1,test
14023,0%,25%,Medium,0,test
14024,150%,200%,Medium,0,test
14025,25%,100%,Small,0,test
14026,100%,50%,Small,2,test
14027,200%,150%,Small,5,test
14028,50%,200%,Medium,2,test
14029,100%,150%,Large,2,test
14030,0%,100%,Large,2,test
14031,50%,25%,Medium,1,test
14032,0%,100%,Small,0,test
14033,50%,25%,Large,4,test
14034,25%,0%,Large,3,test
14035,200%,200%,Medium,5,test
14036,200%,100%,Large,2,test
14037,100%,50%,Medium,5,test
14038,50%,150%,Large,4,test
14039,150%,150%,Large,2,test
14040,50%,100%,Medium,2,test
14041,100%,25%,Medium,1,test
14042,0%,50%,Medium,4,test
14043,100%,100%,Small,2,test
14044,200%,200%,Medium,1,test
14045,200%,200%,Medium,3,test
14046,50%,50%,Small,3,test
14047,150%,25%,Large,5,test
14048,0%,50%,Medium,0,test
14049,25%,50%,Small,1,test
14050,150%,0%,Small,0,test
14051,150%,100%,Large,0,test
14052,200%,100%,Medium,3,test
14053,50%,0%,Small,0,test
14054,0%,200%,Medium,3,test
14055,50%,150%,Large,4,test
14056,25%,0%,Large,4,test
14057,25%,100%,Medium,3,test
14058,25%,0%,Large,1,test
14059,25%,50%,Small,3,test
14060,25%,50%,Large,5,test
14061,25%,150%,Large,4,test
14062,100%,50%,Large,5,test
14063,0%,100%,Medium,2,test
14064,150%,100%,Large,4,test
14065,200%,0%,Medium,5,test
14066,25%,50%,Large,1,test
14067,100%,25%,Small,4,test
14068,100%,200%,Large,5,test
14069,0%,100%,Small,2,test
14070,200%,25%,Large,2,test
14071,200%,150%,Small,1,test
14072,200%,200%,Small,1,test
14073,50%,0%,Small,1,test
14074,0%,50%,Medium,0,test
14075,200%,50%,Medium,1,test
14076,50%,150%,Medium,2,test
14077,50%,200%,Small,5,test
14078,0%,50%,Medium,2,test
14079,100%,100%,Large,3,test
14080,0%,200%,Small,2,test
14081,0%,0%,Medium,0,test
14082,50%,50%,Medium,1,test
14083,200%,100%,Small,4,test
14084,150%,25%,Large,2,test
14085,25%,0%,Medium,4,test
14086,150%,100%,Large,1,test
14087,50%,25%,Medium,4,test
14088,200%,200%,Small,3,test
14089,50%,25%,Large,4,test
14090,150%,0%,Medium,5,test
14091,150%,25%,Large,2,test
14092,0%,25%,Medium,1,test
14093,200%,0%,Large,4,test
14094,200%,200%,Medium,2,test
14095,50%,100%,Large,0,test
14096,150%,25%,Large,3,test
14097,50%,50%,Medium,0,test
14098,200%,0%,Medium,4,test
14099,50%,200%,Small,3,test
14100,200%,25%,Large,1,test
14101,50%,0%,Large,5,test
14102,0%,0%,Medium,1,test
14103,25%,25%,Medium,0,test
14104,150%,100%,Large,3,test
14105,0%,25%,Large,3,test
14106,25%,100%,Medium,5,test
14107,0%,25%,Large,5,test
14108,25%,25%,Medium,3,test
14109,0%,200%,Small,4,test
14110,25%,150%,Large,2,test
14111,25%,50%,Small,1,test
14112,100%,100%,Large,3,test
14113,0%,100%,Medium,5,test
14114,0%,200%,Large,1,test
14115,0%,0%,Large,4,test
14116,0%,150%,Small,5,test
14117,25%,200%,Medium,3,test
14118,0%,50%,Medium,4,test
14119,100%,150%,Medium,4,test
14120,200%,200%,Small,3,test
14121,150%,150%,Large,5,test
14122,50%,100%,Large,4,test
14123,100%,50%,Medium,0,test
14124,100%,50%,Small,2,test
14125,25%,25%,Large,5,test
14126,200%,200%,Large,2,test
14127,150%,200%,Small,4,test
14128,25%,100%,Medium,4,test
14129,150%,25%,Medium,5,test
14130,200%,200%,Large,5,test
14131,200%,0%,Large,0,test
14132,50%,100%,Medium,5,test
14133,50%,150%,Medium,2,test
14134,200%,25%,Small,4,test
14135,150%,100%,Medium,0,test
14136,0%,25%,Small,2,test
14137,0%,150%,Large,1,test
14138,50%,50%,Small,5,test
14139,50%,100%,Small,3,test
14140,150%,200%,Small,3,test
14141,150%,100%,Large,1,test
14142,50%,0%,Medium,3,test
14143,50%,25%,Small,0,test
14144,0%,200%,Medium,0,test
14145,25%,150%,Small,5,test
14146,150%,150%,Small,2,test
14147,150%,50%,Medium,5,test
14148,150%,0%,Large,3,test
14149,0%,50%,Large,1,test
14150,0%,25%,Small,4,test
14151,0%,150%,Medium,3,test
14152,200%,150%,Small,2,test
14153,150%,100%,Small,3,test
14154,200%,100%,Small,5,test
14155,25%,200%,Large,4,test
14156,200%,0%,Medium,0,test
14157,0%,50%,Small,0,test
14158,50%,100%,Medium,3,test
14159,200%,25%,Large,4,test
14160,100%,100%,Medium,1,test
14161,50%,100%,Medium,0,test
14162,200%,0%,Large,1,test
14163,0%,50%,Large,5,test
14164,0%,0%,Medium,1,test
14165,150%,100%,Small,3,test
14166,0%,50%,Medium,5,test
14167,25%,100%,Medium,4,test
14168,100%,0%,Small,1,test
14169,200%,25%,Small,3,test
14170,150%,50%,Small,2,test
14171,100%,25%,Small,4,test
14172,25%,200%,Small,0,test
14173,100%,100%,Large,4,test
14174,25%,25%,Medium,0,test
14175,25%,25%,Small,0,test
14176,0%,50%,Medium,2,test
14177,200%,25%,Medium,4,test
14178,0%,0%,Small,4,test
14179,100%,0%,Large,1,test
14180,200%,100%,Large,0,test
14181,100%,25%,Small,5,test
14182,0%,25%,Small,5,test
14183,25%,0%,Medium,2,test
14184,25%,0%,Small,3,test
14185,0%,200%,Large,2,test
14186,0%,50%,Small,4,test
14187,200%,100%,Large,1,test
14188,50%,50%,Small,2,test
14189,50%,100%,Medium,3,test
14190,25%,50%,Medium,4,test
14191,150%,100%,Large,3,test
14192,100%,150%,Medium,4,test
14193,0%,200%,Large,2,test
14194,100%,100%,Small,1,test
14195,200%,0%,Large,1,test
14196,100%,50%,Small,3,test
14197,0%,200%,Medium,0,test
14198,25%,200%,Small,1,test
14199,200%,100%,Small,0,test
14200,100%,50%,Medium,5,test
14201,0%,100%,Medium,2,test
14202,25%,100%,Small,4,test
14203,100%,200%,Large,2,test
14204,50%,25%,Small,1,test
14205,0%,100%,Large,2,test
14206,25%,25%,Medium,4,test
14207,25%,25%,Large,4,test
14208,150%,50%,Medium,3,test
14209,25%,100%,Medium,1,test
14210,0%,50%,Medium,4,test
14211,50%,200%,Large,2,test
14212,25%,100%,Small,3,test
14213,200%,200%,Medium,3,test
14214,100%,200%,Medium,4,test
14215,0%,200%,Small,0,test
14216,100%,50%,Large,2,test
14217,150%,0%,Large,3,test
14218,50%,25%,Small,1,test
14219,25%,200%,Medium,5,test
14220,100%,50%,Large,2,test
14221,200%,200%,Medium,1,test
14222,150%,50%,Large,5,test
14223,100%,25%,Large,3,test
14224,0%,25%,Large,5,test
14225,50%,150%,Small,1,test
14226,50%,150%,Medium,0,test
14227,0%,150%,Medium,0,test
14228,200%,200%,Medium,1,test
14229,100%,50%,Medium,2,test
14230,200%,50%,Small,5,test
14231,0%,50%,Small,0,test
14232,0%,100%,Large,4,test
14233,200%,50%,Small,4,test
14234,200%,200%,Large,1,test
14235,0%,200%,Large,0,test
14236,200%,150%,Medium,2,test
14237,0%,50%,Small,2,test
14238,0%,100%,Large,0,test
14239,200%,100%,Small,3,test
14240,0%,150%,Small,3,test
14241,50%,100%,Large,5,test
14242,0%,25%,Large,0,test
14243,50%,150%,Small,0,test
14244,25%,100%,Small,3,test
14245,150%,50%,Large,3,test
14246,100%,100%,Small,5,test
14247,25%,200%,Medium,4,test
14248,0%,200%,Large,2,test
14249,0%,150%,Medium,2,test
14250,150%,0%,Medium,2,test
14251,25%,100%,Small,3,test
14252,50%,25%,Large,4,test
14253,200%,25%,Large,2,test
14254,0%,50%,Large,4,test
14255,100%,100%,Large,0,test
14256,150%,200%,Large,2,test
14257,150%,150%,Medium,0,test
14258,25%,0%,Small,3,test
14259,50%,25%,Small,1,test
14260,50%,50%,Small,5,test
14261,50%,0%,Small,4,test
14262,100%,100%,Large,5,test
14263,50%,100%,Small,4,test
14264,25%,150%,Large,5,test
14265,200%,50%,Medium,2,test
14266,0%,200%,Large,5,test
14267,200%,50%,Small,1,test
14268,150%,25%,Large,3,test
14269,0%,150%,Small,5,test
14270,100%,0%,Large,0,test
14271,200%,200%,Large,4,test
14272,100%,100%,Medium,3,test
14273,0%,0%,Medium,5,test
14274,0%,50%,Large,5,test
14275,150%,50%,Small,4,test
14276,50%,25%,Medium,1,test
14277,200%,25%,Medium,3,test
14278,100%,50%,Large,4,test
14279,200%,25%,Large,1,test
14280,50%,50%,Medium,0,test
14281,200%,50%,Medium,0,test
14282,100%,200%,Large,5,test
14283,25%,25%,Large,4,test
14284,25%,100%,Medium,3,test
14285,0%,200%,Medium,1,test
14286,150%,150%,Small,2,test
14287,200%,100%,Small,3,test
14288,200%,100%,Small,1,test
14289,100%,25%,Medium,0,test
14290,50%,25%,Medium,3,test
14291,200%,50%,Medium,4,test
14292,50%,0%,Large,2,test
14293,150%,25%,Small,3,test
14294,150%,25%,Medium,4,test
14295,0%,50%,Small,0,test
14296,150%,200%,Medium,4,test
14297,200%,0%,Medium,4,test
14298,50%,200%,Medium,4,test
14299,200%,200%,Medium,5,test
14300,25%,200%,Large,5,test
14301,100%,200%,Large,5,test
14302,50%,200%,Large,1,test
14303,150%,50%,Small,4,test
14304,100%,0%,Large,3,test
14305,100%,50%,Medium,1,test
14306,25%,0%,Large,0,test
14307,100%,200%,Small,3,test
14308,0%,50%,Large,4,test
14309,0%,150%,Large,3,test
14310,200%,100%,Small,2,test
14311,150%,150%,Medium,4,test
14312,0%,25%,Large,0,test
14313,100%,150%,Medium,4,test
14314,0%,200%,Medium,1,test
14315,150%,200%,Small,4,test
14316,25%,150%,Large,4,test
14317,150%,100%,Large,5,test
14318,150%,150%,Small,1,test
14319,0%,200%,Small,5,test
14320,50%,100%,Large,1,test
14321,50%,200%,Medium,1,test
14322,100%,200%,Large,3,test
14323,200%,150%,Medium,2,test
14324,100%,200%,Large,3,test
14325,100%,100%,Small,3,test
14326,0%,50%,Medium,0,test
14327,50%,100%,Medium,4,test
14328,50%,25%,Small,3,test
14329,50%,200%,Medium,1,test
14330,200%,50%,Large,5,test
14331,50%,50%,Large,0,test
14332,200%,50%,Medium,4,test
14333,50%,200%,Small,5,test
14334,25%,0%,Large,5,test
14335,0%,100%,Medium,5,test
14336,200%,150%,Medium,1,test
14337,200%,100%,Medium,0,test
14338,25%,25%,Medium,5,test
14339,0%,50%,Small,3,test
14340,50%,200%,Small,0,test
14341,100%,200%,Small,3,test
14342,100%,100%,Large,0,test
14343,150%,0%,Medium,3,test
14344,50%,0%,Small,1,test
14345,150%,200%,Small,1,test
14346,200%,0%,Small,2,test
14347,50%,100%,Medium,4,test
14348,150%,200%,Small,4,test
14349,50%,50%,Small,0,test
14350,0%,25%,Small,2,test
14351,25%,150%,Medium,1,test
14352,0%,200%,Small,2,test
14353,100%,150%,Medium,0,test
14354,100%,25%,Medium,3,test
14355,100%,100%,Small,1,test
14356,25%,0%,Small,4,test
14357,0%,25%,Large,2,test
14358,0%,200%,Small,5,test
14359,150%,150%,Large,3,test
14360,0%,100%,Medium,1,test
14361,100%,50%,Large,4,test
14362,200%,200%,Large,3,test
14363,200%,0%,Small,0,test
14364,0%,200%,Medium,5,test
14365,150%,150%,Medium,4,test
14366,100%,50%,Large,3,test
14367,50%,50%,Medium,5,test
14368,100%,25%,Small,5,test
14369,25%,150%,Small,0,test
14370,25%,100%,Medium,1,test
14371,25%,150%,Medium,0,test
14372,100%,100%,Small,1,test
14373,50%,50%,Medium,0,test
14374,200%,200%,Large,4,test
14375,0%,100%,Small,5,test
14376,50%,100%,Medium,4,test
14377,0%,100%,Small,5,test
14378,200%,200%,Medium,2,test
14379,0%,100%,Medium,0,test
14380,25%,50%,Medium,0,test
14381,0%,0%,Medium,4,test
14382,150%,200%,Small,2,test
14383,25%,50%,Small,4,test
14384,200%,100%,Medium,1,test
14385,50%,100%,Small,4,test
14386,25%,50%,Small,4,test
14387,0%,0%,Small,3,test
14388,200%,200%,Large,4,test
14389,100%,100%,Small,4,test
14390,200%,25%,Small,4,test
14391,50%,150%,Small,2,test
14392,150%,150%,Small,4,test
14393,100%,200%,Small,3,test
14394,150%,25%,Small,2,test
14395,50%,50%,Large,2,test
14396,25%,25%,Small,3,test
14397,50%,0%,Small,3,test
14398,0%,50%,Small,1,test
14399,50%,200%,Medium,1,test
14400,200%,50%,Medium,3,test
14401,0%,200%,Medium,4,test
14402,200%,50%,Large,2,test
14403,50%,25%,Medium,0,test
14404,150%,50%,Small,5,test
14405,200%,100%,Medium,0,test
14406,0%,50%,Large,5,test
14407,200%,0%,Large,1,test
14408,50%,50%,Large,5,test
14409,150%,150%,Large,5,test
14410,150%,0%,Large,2,test
14411,0%,25%,Medium,0,test
14412,50%,200%,Large,2,test
14413,25%,0%,Small,1,test
14414,100%,100%,Medium,2,test
14415,200%,0%,Small,2,test
14416,0%,150%,Large,2,test
14417,150%,200%,Medium,4,test
14418,0%,50%,Medium,2,test
14419,150%,200%,Medium,4,test
14420,25%,50%,Large,2,test
14421,25%,0%,Medium,4,test
14422,150%,100%,Small,4,test
14423,150%,200%,Large,3,test
14424,50%,200%,Large,5,test
14425,150%,25%,Medium,2,test
